,Unnamed: 0,Codigo,Nombre,Barrio,Comuna,Población,Departamento,Dirección,Street,Number,Street_Type,Street_Number,Number_partA,Number_partB,Dirección Geo,latitude,longitude
3,3,20007444,Julio,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 50C#93-119,CR 50C,93-119,CR,50C,93,119,CR 50C #93-119,6.2856888999999985,-75.55984690000001
4,4,20007452,Distribuidora 2,San Isidro,ARANJUEZ,Medellin,Antioquia,CR 53#93-68,CR 53,93-68,CR,53,93,68,CR 53 #93-68,6.285989900000001,-75.5629532
5,5,20007733,Paiz,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 50B#93-59,CR 50B,93-59,CR,50B,93,59,CR 50B #93-59,6.2851637999999985,-75.55923229999998
6,6,20009871,Tienda La Esquina,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 96#52-71,CL 96,52-71,CL,96,52,71,CL 96 #52-71,6.2885849999999985,-75.56317659999998
12,12,20014922,Tienda Danna,Not Specified,ROBLEDO,Medellin,Antioquia,CR 95 A#70 GB-100 TORRE 38 APT,CR 95 A,70 GB-100 TORRE 38 APT,CR,95 A,70 GB,100 TORRE 38 APT,CR 95A #70GB-100 TORRE 38 APT,6.287601400000001,-75.5979849
13,13,20014923,Granero El Plan 2,Not Specified,SANTA CRUZ,Medellin,Antioquia,CR 49B#120-03,CR 49B,120-03,CR,49B,120,03,CR 49B #120-03,6.3042951999999985,-75.55113709999998
14,14,20014924,Tienda Doña Gloria,Not Specified,SANTA CRUZ,Medellin,Antioquia,CR 47#110-62,CR 47,110-62,CR,47,110,62,CR 47 #110-62,6.3001469000000005,-75.55028120000001
15,15,20014925,Mercados Rapunzel,Not Specified,EL POBLADO,Medellin,Antioquia,CL 70 GB#95-96  TORRE 31 APT 9,CL 70 GB,95-96  TORRE 31 APT 9,CL,70 GB,95,96  TORRE 31 APT 9,CL 70GB #95-96  TORRE 31 APT 9,6.2097013,-75.56958510000003
16,16,20014926,Yuri Donde Michel,Not Specified,EL POBLADO,Medellin,Antioquia,CL 70GA#95-28 TORRE 15 APT 960,CL 70GA,95-28 TORRE 15 APT 960,CL,70GA,95,28 TORRE 15 APT 960,CL 70GA #95-28 TORRE 15 APT 960,6.2097013,-75.56958510000003
17,17,20014927,La Esquina,Not Specified,CASTILLA,Medellin,Antioquia,CL 113CC # 63 - 30,CL 113CC , 63 - 30,CL,113CC , 63 , 30,CL 113CC #63- 30,6.3084375,-75.55884609999998
18,18,20014928,Super Tienda Los Lopez,Not Specified,EL POBLADO,Medellin,Antioquia,CL 70GA#95-138 TORRE 33 APT 97,CL 70GA,95-138 TORRE 33 APT 97,CL,70GA,95,138 TORRE 33 APT 97,CL 70GA #95-138 TORRE 33 APT 97,6.2129827,-75.5607848
19,19,20014929,La Tirnda V,Not Specified,SAN JAVIER,Medellin,Antioquia,CL 70G#95-115 TORRE 27 APT 960,CL 70G,95-115 TORRE 27 APT 960,CL,70G,95,115 TORRE 27 APT 960,CL 70G #95-115 TORRE 27 APT 960,6.2542535,-75.6257748
20,20,20014930,Tienda Sandra,Not Specified,POPULAR,Medellin,Antioquia,CRA 42C # 107E - 42,CRA 42C , 107E - 42,CRA,42C , 107E , 42,CRA 42C #107E- 42,6.2966571999999985,-75.5476918
21,21,20014931,Colibri,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 70F#95-10 TORRE 1 APT 9602,CL 70F,95-10 TORRE 1 APT 9602,CL,70F,95,10 TORRE 1 APT 9602,CL 70F #95-10 TORRE 1 APT 9602,6.2676615,-75.56730900000002
22,22,20014932,Tienda La Curva,Not Specified,VILLA HERMOSA,Medellin,Antioquia,CL 56B#19-22,CL 56B,19-22,CL,56B,19,22,CL 56B #19-22,6.242433399999999,-75.54264789999998
26,26,20014936,Panaderia Las Delicias,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 70 F#95-18 TORRE 1 APT 9603,CL 70 F,95-18 TORRE 1 APT 9603,CL,70 F,95,18 TORRE 1 APT 9603,CL 70F #95-18 TORRE 1 APT 9603,6.2676615,-75.56730900000002
28,28,20014938,Tienda Mixta Claun,Not Specified,GUAYABAL,Medellin,Antioquia,CR 55#22A-17,CR 55,22A-17,CR,55,22A,17,CR 55 #22A-17,6.224523599999999,-75.58218620000001
30,30,20014940,Licorera Estefanny,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 77B#108-64,CR 77B,108-64,CR,77B,108,64,CR 77B #108-64,6.3072716999999985,-75.57415619999998
31,31,20014941,Tienda Mixta Guadalupe,Not Specified,BUENOS AIRES,Medellin,Antioquia,CL 46 # 32 - 30,CL 46 , 32 - 30,CL,46 , 32 , 30,CL 46 #32- 30,6.2393003999999985,-75.55586339999998
36,36,20006976,La Ventanita De Edelmira,Not Specified,SANTA CRUZ,Medellin,Antioquia,CR 49A#110-147,CR 49A,110-147,CR,49A,110,147,CR 49A #110-147,6.301235399999999,-75.5517301
49,49,20009929,Margarita,Not Specified,POPULAR,Medellin,Antioquia,CL 103 # 40- 22,CL 103 , 40- 22,CL,103 , 40, 22,CL 103 #40- 22,6.292374499999998,-75.54835920000001
54,54,20009677,Los Recuerdos De Ella,Las Brisas,CASTILLA,Medellin,Antioquia,CL 113A#64C-62,CL 113A,64C-62,CL,113A,64C,62,CL 113A #64C-62,6.3084479999999985,-75.5620765
62,62,20014558,Las Estrellas,Not Specified,SAN JAVIER,Medellin,Antioquia,CR 92 # 92-02 INTERIOR 323 TORRE,CR 92 , 92-02 INTERIOR 323 TORRE,CR,92 , 92,02 INTERIOR 323 TORRE,CR 92 #92-02 INTERIOR 323 TORRE,6.2469896999999985,-75.6163553
72,72,20005764,El Progreso,Arajuez,ARANJUEZ,Medellin,Antioquia,CR 51 # 95 - 28,CR 51 , 95 - 28,CR,51 , 95 , 28,CR 51 #95- 28,6.2876078999999985,-75.56070969999998
75,75,20007680,La Terminal,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 45 A # 95-61,CR 45 A , 95-61,CR,45 A , 95,61,CR 45A #95-61,6.2868889999999995,-75.5528415
76,76,20008230,Frutas Y Verduras La 40,Villa Guadalupe,POPULAR,Medellin,Antioquia,CR 40 # 96-44,CR 40 , 96-44,CR,40 , 96,44,CR 40 #96-44,6.2875422,-75.5489353
77,77,20013087,Tienda Pacho,Girardot,CASTILLA,Medellin,Antioquia,CL 103 C # 65-30,CL 103 C , 65-30,CL,103 C , 65,30,CL 103C #65-30,6.2978628,-75.56739519999998
80,80,20005769,Mecateadero Madre Laura,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 53 # 93 -54,CR 53 , 93 -54,CR,53 , 93 ,54,CR 53 #93-54,6.285852999999999,-75.5629194
89,89,20013394,Tienda Maso,Carpinelo,MANRIQUE,Medellin,Antioquia,CR 22B # 90 A-63 INT 121,CR 22B , 90 A-63 INT 121,CR,22B , 90 A,63 INT 121,CR 22B #90A-63 INT 121,6.2803394,-75.53946690000001
93,93,20006544,Tienda El Plan Numero 1,Carpinelo,POPULAR,Medellin,Antioquia,CL 100 BB # 30BB -07,CL 100 BB , 30BB -07,CL,100 BB , 30BB ,07,CL 100BB #30BB-07,6.2909098,-75.5400433
97,97,20011182,La Tienda Víctor,Barrio Pablo Escobar,EL POBLADO,Medellin,Antioquia,CL 38C # 26-34,CL 38C , 26-34,CL,38C , 26,34,CL 38C #26-34,6.2103788,-75.5581876
100,100,20011878,Arcoiris,Ocho De Marzo,LA CANDELARIA,Medellin,Antioquia,CL 49 # 1 AA - 45,CL 49 , 1 AA - 45,CL,49 , 1 AA , 45,CL 49 #1AA- 45,6.252828500000001,-75.57554429999998
101,101,20014162,La Bendición De Korin,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 55#89A-45,CR 55,89A-45,CR,55,89A,45,CR 55 #89A-45,6.282788000000001,-75.56585770000001
109,109,20009114,El Eden,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101 # 85-56,CL 101 , 85-56,CL,101 , 85,56,CL 101 #85-56,6.301807900000001,-75.5842042
110,110,20008652,Marina Tienda,Villatina,VILLA HERMOSA,Medellin,Antioquia,CL 56#14B-104,CL 56,14B-104,CL,56,14B,104,CL 56 #14B-104,6.2380368,-75.53889009999999
114,114,20009115,La Alcancía,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CR 85 # 98A-10,CR 85 , 98A-10,CR,85 , 98A,10,CR 85 #98A-10,6.299328,-75.58462270000001
118,118,20009950,La 23,Carpinelo,POPULAR,Medellin,Antioquia,CR 23 # 102 C- 59,CR 23 , 102 C- 59,CR,23 , 102 C, 59,CR 23 #102C- 59,6.2923824999999995,-75.5383051
121,121,20008682,Tienda Taty,Not Specified,VILLA HERMOSA,Medellin,Antioquia,CR 14 # 55 -25,CR 14 , 55 -25,CR,14 , 55 ,25,CR 14 #55-25,6.2387947,-75.5380611
122,122,20006590,Tienda Reja Blanca,Santo Domingo Savio Nº 1,POPULAR,Medellin,Antioquia,CR 31 # 102 A -14,CR 31 , 102 A -14,CR,31 , 102 A ,14,CR 31 #102A-14,6.2991838,-75.54143239999998
129,129,20010795,La Cantaleta,Juan Pablo Ii,BUENOS AIRES,Medellin,Antioquia,CR 1A#48-08,CR 1A,48-08,CR,1A,48,08,CR 1A #48-08,6.2297072999999985,-75.5285679
130,130,20010796,Panederia Juan Pablo,Not Specified,LA CANDELARIA,Medellin,Antioquia,CL 49A#2AB-45,CL 49A,2AB-45,CL,49A,2AB,45,CL 49A #2AB-45,6.2523279999999986,-75.56715729999998
131,131,20010797,Tienda Mile,San Antonio,LA CANDELARIA,Medellin,Antioquia,CL 45B SUR#83-173,CL 45B SUR,83-173,CL,45B SUR,83,173,CL 45BSUR #83-173,6.245736399999998,-75.5681838
134,134,20010800,Avicola Los Marin,Not Specified,LA CANDELARIA,Medellin,Antioquia,CL 48D SUR#56A-42,CL 48D SUR,56A-42,CL,48D SUR,56A,42,CL 48DSUR #56A-42,6.264012999999999,-75.57056639999998
136,136,20010803,La Palmita,Buenos Aires,EL POBLADO,Medellin,Antioquia,CR 8B#43D-52,CR 8B,43D-52,CR,8B,43D,52,CR 8B #43D-52,6.2113466000000015,-75.57247590000001
137,137,20014854,La Guadalupe,Not Specified,POPULAR,Medellin,Antioquia,CR 28#107-93,CR 28,107-93,CR,28,107,93,CR 28 #107-93,6.2952153,-75.5406806
138,138,20010806,Fruver Bilbao,San Antonio De Prado,SAN ANTONIO DE PRADO,Medellin,Antioquia,CR 60D#36C SUR-15,CR 60D,36C SUR-15,CR,60D,36C SUR,15,CR 60D #36CSUR-15,6.1854195,-75.6409125
140,140,20010809,Tienda La 85,Picacho,DOCE DE OCTUBRE,Medellin,Antioquia,CR 85#104-30,CR 85,104-30,CR,85,104,30,CR 85 #104-30,6.3072681,-75.58407199999998
142,142,20010811,Granero Doble A,Buenos Aires,MANRIQUE,Medellin,Antioquia,CR 44A#10C-05,CR 44A,10C-05,CR,44A,10C,05,CR 44A #10C-05,6.2681258,-75.55421590000002
144,144,20010812,Tienda Lolita,San Antonio De Prado,SAN ANTONIO DE PRADO,Medellin,Antioquia,CR 60D#36SUR-04,CR 60D,36SUR-04,CR,60D,36SUR,04,CR 60D #36SUR-04,6.1854195,-75.6409125
145,145,20010813,Granero Juan Santi,Not Specified,BUENOS AIRES,Medellin,Antioquia,CL 44#10-12,CL 44,10-12,CL,44,10,12,CL 44 #10-12,6.226809599999998,-75.54353559999998
148,148,20010816,Tienda De Oti,Not Specified,BUENOS AIRES,Medellin,Antioquia,CL 45#15C-27,CL 45,15C-27,CL,45,15C,27,CL 45 #15C-27,6.2324155999999995,-75.54569609999999
149,149,20010818,El Montañero,Picacho,DOCE DE OCTUBRE,Medellin,Antioquia,CR 83A#104DB-10,CR 83A,104DB-10,CR,83A,104DB,10,CR 83A #104DB-10,6.296392200000001,-75.58361459999998
152,152,20010821,El Punto O Del Gusto,Picacho,DOCE DE OCTUBRE,Medellin,Antioquia,CR 83A#104DD-21,CR 83A,104DD-21,CR,83A,104DD,21,CR 83A #104DD-21,6.296392200000001,-75.58361459999998
154,154,20010824,Deli Mix,Los Cerros - El Vergel,BUENOS AIRES,Medellin,Antioquia,CL 45G#15B-42,CL 45G,15B-42,CL,45G,15B,42,CL 45G #15B-42,6.232303099999998,-75.5436153
155,155,20010825,De Jesús,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CR 18#48-35,CR 18,48-35,CR,18,48,35,CR 18 #48-35,6.2364462,-75.54605149999998
156,156,20010826,Ventiadero,San Antonio,BELEN,Medellin,Antioquia,CR 69B#36C SUR-25,CR 69B,36C SUR-25,CR,69B,36C SUR,25,CR 69B #36CSUR-25,6.2328869000000005,-75.59054420000001
160,160,20010832,Granero J Y S,Picacho,DOCE DE OCTUBRE,Medellin,Antioquia,CR 85#104-10,CR 85,104-10,CR,85,104,10,CR 85 #104-10,6.3072681,-75.58407199999998
161,161,20010833,Tienda Ruby,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 106A#81-102,CL 106A,81-102,CL,106A,81,102,CL 106A #81-102,6.307844999999999,-75.5784914
162,162,20010834,Ventanita Azul,Not Specified,SAN ANTONIO DE PRADO,Medellin,Antioquia,TV 48B SUR#61C-33,TV 48B SUR,61C-33,TV,48B SUR,61C,33,TV 48BSUR #61C-33,6.1786226,-75.65332649999998
163,163,20010835,Tienda Goez,Doce De Octubre Nº 1,DOCE DE OCTUBRE,Medellin,Antioquia,CR 82#106A-14,CR 82,106A-14,CR,82,106A,14,CR 82 #106A-14,6.3079440999999985,-75.5788723
164,164,20010836,Granero Jdc,Doce De Octubre Nº 1,DOCE DE OCTUBRE,Medellin,Antioquia,CL 104DD#82B-03,CL 104DD,82B-03,CL,104DD,82B,03,CL 104DD #82B-03,6.3059995,-75.57925859999999
165,165,20010837,Kiosko Verde,Not Specified,EL POBLADO,Medellin,Antioquia,CR 82E#104DD-21,CR 82E,104DD-21,CR,82E,104DD,21,CR 82E #104DD-21,6.197542700000001,-75.5588351
168,168,20010840,La Ventanita Blanca,Not Specified,BUENOS AIRES,Medellin,Antioquia,CL 50#35-40,CL 50,35-40,CL,50,35,40,CL 50 #35-40,6.243716999999998,-75.5563804
171,171,20005919,Tienda Isaac,Limonar 1,LA CANDELARIA,Medellin,Antioquia,CR 64D # 56A SUR-06,CR 64D , 56A SUR-06,CR,64D , 56A SUR,06,CR 64D #56ASUR-06,6.2476376,-75.56581530000003
172,172,20013258,Tiende Bere,Granizal,POPULAR,Medellin,Antioquia,CL 101C # 35A - 119,CL 101C , 35A - 119,CL,101C , 35A , 119,CL 101C #35A- 119,6.2899001,-75.53815449999998
174,174,20006989,Reja Azul,Not Specified,SANTA CRUZ,Medellin,Antioquia,CR 49 A # 107 - 168,CR 49 A , 107 - 168,CR,49 A , 107 , 168,CR 49A #107- 168,6.2985481,-75.55319469999998
175,175,20013272,Variedades Sm,Caicedo,SAN ANTONIO DE PRADO,Medellin,Antioquia,CL 55 SUR # 43 A - 72,CL 55 SUR , 43 A - 72,CL,55 SUR , 43 A , 72,CL 55SUR #43A- 72,6.1754384999999985,-75.6369275
184,184,20010841,La Tienda De Adan,San Antonio,VILLA HERMOSA,Medellin,Antioquia,TV 48B SUR#61C-109 INT 101,TV 48B SUR,61C-109 INT 101,TV,48B SUR,61C,109 INT 101,TV 48BSUR #61C-109 INT 101,6.2392645,-75.5400433
193,193,20010851,Tienda Rosa,Doce De Octubre Nº 1,DOCE DE OCTUBRE,Medellin,Antioquia,CR 81#104C-43,CR 81,104C-43,CR,81,104C,43,CR 81 #104C-43,6.3056538,-75.5783671
194,194,20010852,4Esquinas,Doce De Octubre Nº 1,DOCE DE OCTUBRE,Medellin,Antioquia,CL 104 C # 78 B 20 - 12,CL 104 C , 78 B 20 - 12,CL,104 C , 78 B 20 , 12,CL 104C #78B20- 12,6.3050761,-75.57657379999998
195,195,20010853,Mercados El Jardin,Doce De Octubre N 1,DOCE DE OCTUBRE,Medellin,Antioquia,CL 106#82A-38,CL 106,82A-38,CL,106,82A,38,CL 106 #82A-38,6.3072987000000005,-75.5794592
196,196,20010854,Salsamentaria Genial,Doce De Octubre 1,DOCE DE OCTUBRE,Medellin,Antioquia,CL 104 D # 82 B - 52,CL 104 D , 82 B - 52,CL,104 D , 82 B , 52,CL 104D #82B- 52,6.3059099000000005,-75.5796422
197,197,20009116,Mercado Juanfer,Florencia,CASTILLA,Medellin,Antioquia,CL 117#68A-01,CL 117,68A-01,CL,117,68A,01,CL 117 #68A-01,6.3105945,-75.56632990000001
198,198,20009118,Everest,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CR 86BB#98BB-18,CR 86BB,98BB-18,CR,86BB,98BB,18,CR 86BB #98BB-18,6.299459,-75.58302499999998
199,199,20009119,Granero Naranjo,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CR 85#98D-27,CR 85,98D-27,CR,85,98D,27,CR 85 #98D-27,6.3007759000000005,-75.5840642
200,200,20009121,Él Encanto,Not Specified,CASTILLA,Medellin,Antioquia,CR 70#112-04,CR 70,112-04,CR,70,112,04,CR 70 #112-04,6.3083073,-75.5680935
201,201,20009122,La Virgencita,Florencia,CASTILLA,Medellin,Antioquia,CL 113#68A-67,CL 113,68A-67,CL,113,68A,67,CL 113 #68A-67,6.308726099999999,-75.56706779999998
204,204,20009125,Tienda Arley,Picacho,DOCE DE OCTUBRE,Medellin,Antioquia,CL 102A#84C-23,CL 102A,84C-23,CL,102A,84C,23,CL 102A #84C-23,6.3046678,-75.5830337
206,206,20009128,Tienda Jose,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 83B#98B-14,CR 83B,98B-14,CR,83B,98B,14,CR 83B #98B-14,6.299032,-75.5827178
207,207,20009129,Cisneros,Florencia,CASTILLA,Medellin,Antioquia,CL 112A#68A-111,CL 112A,68A-111,CL,112A,68A,111,CL 112A #68A-111,6.3084462,-75.56766280000001
210,210,20009134,Granero 112,Florencia,CASTILLA,Medellin,Antioquia,CL 112#68A-03,CL 112,68A-03,CL,112,68A,03,CL 112 #68A-03,6.307791700000001,-75.56699019999998
211,211,20009135,El Campiador,Florencia,CASTILLA,Medellin,Antioquia,CL 111#67-110,CL 111,67-110,CL,111,67,110,CL 111 #67-110,6.306901499999999,-75.5669285
212,212,20009136,Sofiju,Not Specified,CASTILLA,Medellin,Antioquia,CL 118#68A-07,CL 118,68A-07,CL,118,68A,07,CL 118 #68A-07,6.310941099999999,-75.5666691
215,215,20009139,Panadería La Terminal,Doce De Octubre Nº 1,DOCE DE OCTUBRE,Medellin,Antioquia,CR 80#102A-11,CR 80,102A-11,CR,80,102A,11,CR 80 #102A-11,6.3027258,-75.5787496
216,216,20009140,El Parche De Patry,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 77B#103-36,CR 77B,103-36,CR,77B,103,36,CR 77B #103-36,6.3029166,-75.57656899999998
217,217,20009141,Tienda Legumbre La Bendición,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CR 86 # 98-07,CR 86 , 98-07,CR,86 , 98,07,CR 86 #98-07,6.2997203,-75.585324
218,218,20009142,Lativer,Doce De Octubre  1,Comuna 6,Medellin,Not Specified,CR 76 # 101 AA  21,CR 76 , 101 AA  21,CR,76 , 101 AA  21,,CR 76 #101AA21,,
219,219,20009143,Mekateadero La Pista,Doce De Octubre Nº 1,DOCE DE OCTUBRE,Medellin,Antioquia,CL 102#76B-04,CL 102,76B-04,CL,102,76B,04,CL 102 #76B-04,6.301196,-75.57658769999998
220,220,20009144,Puerta Blanca,Not Specified,CASTILLA,Medellin,Antioquia,CL 111A#68A-64,CL 111A,68A-64,CL,111A,68A,64,CL 111A #68A-64,6.3076761,-75.56757329999998
221,221,20009145,Tienda Pablo,Not Specified,CASTILLA,Medellin,Antioquia,TV 78#65-219,TV 78,65-219,TV,78,65,219,TV 78 #65-219,6.2746746,-75.5754023
222,222,20009146,Sura Pan,Caribe,CASTILLA,Medellin,Antioquia,TV 78#65-351,TV 78,65-351,TV,78,65,351,TV 78 #65-351,6.2753653,-75.5741974
223,223,20009147,Tienda Lina,Caribe,CASTILLA,Medellin,Antioquia,CL 72#67-1,CL 72,67-1,CL,72,67,1,CL 72 #67-1,6.2727422,-75.5788966
224,224,20009148,Dna Marta,Caribe,CASTILLA,Medellin,Antioquia,CR 65C#72-207,CR 65C,72-207,CR,65C,72,207,CR 65C #72-207,6.2709627,-75.57315990000001
225,225,20009149,El Perico,Not Specified,CASTILLA,Medellin,Antioquia,CR 64C#74-41,CR 64C,74-41,CR,64C,74,41,CR 64C #74-41,6.2730051,-75.5734075
226,226,20009150,El Trebol 1,Not Specified,CASTILLA,Medellin,Antioquia,CR 64C#75-63,CR 64C,75-63,CR,64C,75,63,CR 64C #75-63,6.2737612,-75.573064
227,227,20009152,La Gran Familia,Not Specified,CASTILLA,Medellin,Antioquia,TV 78#65-397,TV 78,65-397,TV,78,65,397,TV 78 #65-397,6.2743278999999985,-75.57675040000001
228,228,20009153,Multi Servisios,Not Specified,CASTILLA,Medellin,Antioquia,TV 78#65-497,TV 78,65-497,TV,78,65,497,TV 78 #65-497,6.274060299999999,-75.5774814
229,229,20009154,Cuidarla Industrial,Caribe,CASTILLA,Medellin,Antioquia,CL 72#64C-151,CL 72,64C-151,CL,72,64C,151,CL 72 #64C-151,6.2699137999999985,-75.57518780000001
230,230,20009155,Cafetería Aide,Castilla,CASTILLA,Medellin,Antioquia,CR 64C#74-11,CR 64C,74-11,CR,64C,74,11,CR 64C #74-11,6.2727325,-75.57347659999998
231,231,20009156,Granero Y Legumbreria Leo,Castilla,CASTILLA,Medellin,Antioquia,CR 64C#75-29,CR 64C,75-29,CR,64C,75,29,CR 64C #75-29,6.273529900000001,-75.57333759999999
232,232,20009157,La Reja Cafe,Florencia,CASTILLA,Medellin,Antioquia,CL 115#75-85,CL 115,75-85,CL,115,75,85,CL 115 #75-85,6.3104605000000005,-75.57085459999998
233,233,20009158,Tienda Doli,Castilla,CASTILLA,Medellin,Antioquia,CR 64C#75A-09,CR 64C,75A-09,CR,64C,75A,09,CR 64C #75A-09,6.2741129,-75.5732304
234,234,20009159,Tienda Reja Gris,Not Specified,CASTILLA,Medellin,Antioquia,CL 114#75-63,CL 114,75-63,CL,114,75,63,CL 114 #75-63,6.3099848,-75.5708076
236,236,20009164,Autoservicio Henry,Not Specified,CASTILLA,Medellin,Antioquia,CR 75#112-31,CR 75,112-31,CR,75,112,31,CR 75 #112-31,6.309332700000001,-75.5706063
237,237,20009165,Tienda Mabel,Not Specified,CASTILLA,Medellin,Antioquia,CL 113#74-20,CL 113,74-20,CL,113,74,20,CL 113 #74-20,6.3093724,-75.56969090000001
240,240,20009169,La Buena Esquina,Florencia,CASTILLA,Medellin,Antioquia,CR 74#114-09,CR 74,114-09,CR,74,114,09,CR 74 #114-09,6.309768900000001,-75.5695526
244,244,20009174,Autoservisiobsan Judas,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 96 # 72A-40,CL 96 , 72A-40,CL,96 , 72A,40,CL 96 #72A-40,6.2923775,-75.57551600000001
245,245,20009175,Donde Fe,Tejelo,DOCE DE OCTUBRE,Medellin,Antioquia,CL 106B#72-19,CL 106B,72-19,CL,106B,72,19,CL 106B #72-19,6.3047585999999995,-75.5701464
246,246,20009176,La Ventanita De Vale,Not Specified,BUENOS AIRES,Medellin,Antioquia,CR 33A#35-53,CR 33A,35-53,CR,33A,35,53,CR 33A #35-53,6.2330874000000005,-75.5601506
247,247,20009179,El Gancho,Tejelo,DOCE DE OCTUBRE,Medellin,Antioquia,CR 70#106A-23,CR 70,106A-23,CR,70,106A,23,CR 70 #106A-23,6.3046133,-75.569161
248,248,20009180,Mis Sueños,Tejelo,CASTILLA,Medellin,Antioquia,CL 111#74-58,CL 111,74-58,CL,111,74,58,CL 111 #74-58,6.3086025,-75.570298
249,249,20009181,La Ventanita,Tejelo,CASTILLA,Medellin,Antioquia,CL 106A#67-59,CL 106A,67-59,CL,106A,67,59,CL 106A #67-59,6.3042653,-75.56731590000001
251,251,20009185,Mercado Tejelo,Not Specified,CASTILLA,Medellin,Antioquia,CR 68A#108-12,CR 68A,108-12,CR,68A,108,12,CR 68A #108-12,6.3057813,-75.56778659999998
252,252,20009186,La Curva,Doce De Octubre Nº 1,DOCE DE OCTUBRE,Medellin,Antioquia,CR 80#101A-22,CR 80,101A-22,CR,80,101A,22,CR 80 #101A-22,6.3007127,-75.5796854
253,253,20009187,Armando Banderas,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101A#78-06,CL 101A,78-06,CL,101A,78,06,CL 101A #78-06,6.300326,-75.57839919999998
256,256,20009192,Tienda La Nueva,San Antonio De Prado,SAN ANTONIO DE PRADO,Medellin,Antioquia,CR 67#57SUR-40,CR 67,57SUR-40,CR,67,57SUR,40,CR 67 #57SUR-40,6.184306200000001,-75.65617990000001
263,263,20009199,Tienda Eris,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 100B#74C-17,CL 100B,74C-17,CL,100B,74C,17,CL 100B #74C-17,6.2990575999999985,-75.57723159999998
265,265,20007889,Granero Mixto Alex Restrepo,Moravia,ARANJUEZ,Medellin,Antioquia,CR 55#88-17,CR 55,88-17,CR,55,88,17,CR 55 #88-17,6.2812648,-75.56676650000001
267,267,20010855,Autoservicio Tribilin,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 81#103A-39,CR 81,103A-39,CR,81,103A,39,CR 81 #103A-39,6.304363299999999,-75.5788019
268,268,20010856,Tienda El Parquesito,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 104A#80-10,CL 104A,80-10,CL,104A,80,10,CL 104A #80-10,6.3047721,-75.57788509999999
269,269,20010857,Tienda La Curva,Doce De Octubre N 1,DOCE DE OCTUBRE,Medellin,Antioquia,CR 83#104DD-07,CR 83,104DD-07,CR,83,104DD,07,CR 83 #104DD-07,6.3079707,-75.58248910000002
270,270,20010858,Los Marinillos,Doce De Octubre N 1,DOCE DE OCTUBRE,Medellin,Antioquia,CL 106B#82A-37,CL 106B,82A-37,CL,106B,82A,37,CL 106B #82A-37,6.307876299999998,-75.579149
271,271,20010860,Mercados Mi Niño,Doce De Octubre N 1,DOCE DE OCTUBRE,Medellin,Antioquia,CR 81A#104C-61,CR 81A,104C-61,CR,81A,104C,61,CR 81A #104C-61,6.3057266,-75.578695
272,272,20010861,Ventana De Amparo,Doce De Octubre N 1,DOCE DE OCTUBRE,Medellin,Antioquia,"CR 82,A#104C-60","CR 82,A",104C-60,CR,"82,A",104C,60,"CR 82,A #104C-60",6.3056177999999985,-75.57906849999998
273,273,20010862,La Amistad,Not Specified,SAN ANTONIO DE PRADO,Medellin,Antioquia,CL 44 SUR#82B-33,CL 44 SUR,82B-33,CL,44 SUR,82B,33,CL 44SUR #82B-33,6.1829428,-75.655858
274,274,20010864,Nutri Hulados,Quinta Linda,BUENOS AIRES,Medellin,Antioquia,CL 40#15AA-10,CL 40,15AA-10,CL,40,15AA,10,CL 40 #15AA-10,6.2309306,-75.545385
275,275,20010865,Las 24 Hrs,Not Specified,EL POBLADO,Medellin,Antioquia,CL 40#15AA-10,CL 40,15AA-10,CL,40,15AA,10,CL 40 #15AA-10,6.211902599999998,-75.56522790000001
276,276,20010866,Salzamentaria Castillo,Not Specified,BUENOS AIRES,Medellin,Antioquia,CR 20B#47-3,CR 20B,47-3,CR,20B,47,3,CR 20B #47-3,6.236510900000001,-75.5479288
277,277,20010867,La Esquina Del Aguardientazo,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CR 15#35-140,CR 15,35-140,CR,15,35,140,CR 15 #35-140,6.237128999999999,-75.55605440000001
