,Unnamed: 0,Codigo,Nombre,Barrio,Comuna,Población,Departamento,Dirección,Street,Number,Street_Type,Street_Number,Number_partA,Number_partB,Dirección Geo,latitude,longitude
278,278,20010868,Salzamentaria Sy J,Buenos Aires,VILLA HERMOSA,Medellin,Antioquia,CR 19#34-82,CR 19,34-82,CR,19,34,82,CR 19 #34-82,6.250699,-75.54212820000001
279,279,20010869,La Gran Esquina,Not Specified,BUENOS AIRES,Medellin,Antioquia,CR 20#33-115,CR 20,33-115,CR,20,33,115,CR 20 #33-115,6.2275133999999985,-75.54818940000001
280,280,20010870,Helados Y Dulces,San Antonio,LA CANDELARIA,Medellin,Antioquia,CL 45 SUR#83C-41,CL 45 SUR,83C-41,CL,45 SUR,83C,41,CL 45SUR #83C-41,6.245736399999998,-75.5681838
281,281,20010872,Amistad,Not Specified,EL POBLADO,Medellin,Antioquia,CR 83A#42A SUR-24,CR 83A,42A SUR-24,CR,83A,42A SUR,24,CR 83A #42ASUR-24,6.1992837,-75.5761368
282,282,20010873,Granero Javajil,San Antonio,SAN ANTONIO DE PRADO,Medellin,Antioquia,CL 38SUR#85-39,CL 38SUR,85-39,CL,38SUR,85,39,CL 38SUR #85-39,6.189348700000001,-75.6640743
286,286,20010881,El Vecino,Villatina,VILLA HERMOSA,Medellin,Antioquia,CR 17A#54-63,CR 17A,54-63,CR,17A,54,63,CR 17A #54-63,6.2380285,-75.5410389
290,290,20010886,Mercado La Cancha,Ocho De Marzo,BUENOS AIRES,Medellin,Antioquia,CL 47E#1AA-55,CL 47E,1AA-55,CL,47E,1AA,55,CL 47E #1AA-55,6.229131,-75.52885979999998
291,291,20010890,La Gran Esquina,Buenos Aires,LA CANDELARIA,Medellin,Antioquia,CL 49A#1 ESTE-39,CL 49A,1 ESTE-39,CL,49A,1 ESTE,39,CL 49A #1ESTE-39,6.2456287,-75.5606586
292,292,20010891,El Ranchito,Not Specified,BUENOS AIRES,Medellin,Antioquia,CL 49A#2 ESTE-18,CL 49A,2 ESTE-18,CL,49A,2 ESTE,18,CL 49A #2ESTE-18,6.230198400000001,-75.5283585
293,293,20010892,Granero Arselia,Ocho De Marzo,BUENOS AIRES,Medellin,Antioquia,CL 49A#02-06,CL 49A,02-06,CL,49A,02,06,CL 49A #02-06,6.2298,-75.531312
295,295,20010893,Tienda Kike,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CR 8 B#43D-36,CR 8 B,43D-36,CR,8 B,43D,36,CR 8B #43D-36,6.227798,-75.5415996
296,296,20010894,Carpa Azul,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CR 8A#43E-12,CR 8A,43E-12,CR,8A,43E,12,CR 8A #43E-12,6.2257644,-75.5422528
297,297,20010895,Granero Serna,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CL 44#10-60,CL 44,10-60,CL,44,10,60,CL 44 #10-60,6.226826399999998,-75.54360179999998
298,298,20010896,Cuarta Generación,Not Specified,BUENOS AIRES,Medellin,Antioquia,CL 45#15C-85,CL 45,15C-85,CL,45,15C,85,CL 45 #15C-85,6.2327108,-75.54614980000001
299,299,20010897,J Y J,Not Specified,BUENOS AIRES,Medellin,Antioquia,CR 18#48-27,CR 18,48-27,CR,18,48,27,CR 18 #48-27,6.2363857000000005,-75.54608
300,300,20010898,Brosty Eric,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CL 49#29-22,CL 49,29-22,CL,49,29,22,CL 49 #29-22,6.2406548,-75.5521311
301,301,20010899,Autoservicio La Frontera,Not Specified,BUENOS AIRES,Medellin,Antioquia,CL 50#35-46,CL 50,35-46,CL,50,35,46,CL 50 #35-46,6.2437524999999985,-75.5564541
307,307,20010909,Granero 1 A,Not Specified,BUENOS AIRES,Medellin,Antioquia,CL 47C # 1AA - 66,CL 47C , 1AA - 66,CL,47C , 1AA , 66,CL 47C #1AA- 66,6.2287843999999986,-75.5288303
310,310,20010922,Granero La Cuchilla,Caicedo,LA CANDELARIA,Medellin,Antioquia,CL 52#5-08,CL 52,5-08,CL,52,5,08,CL 52 #5-08,6.2517809999999985,-75.5692275
311,311,20010923,Tienda Gabriel,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CR 86#98D-25,CR 86,98D-25,CR,86,98D,25,CR 86 #98D-25,6.3014176000000015,-75.58449940000001
312,312,20010924,Tienda Neta,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CR 85#101C-38,CR 85,101C-38,CR,85,101C,38,CR 85 #101C-38,6.302718,-75.58386879999998
313,313,20010926,Tienda Britanica,Los Mangos,VILLA HERMOSA,Medellin,Antioquia,CL 57CC#24 B-02,CL 57CC,24 B-02,CL,57CC,24 B,02,CL 57CC #24B-02,6.249136500000001,-75.5463642
317,317,20010936,Reja Negra,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CL 98 B#84A-16,CL 98 B,84A-16,CL,98 B,84A,16,CL 98B #84A-16,6.2994107,-75.5841746
326,326,20009202,Juventud,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101B#73A-85,CL 101B,73A-85,CL,101B,73A,85,CL 101B #73A-85,6.298924400000001,-75.5747343
329,329,20009206,Tienda La Luisa,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CR 84#100G-28,CR 84,100G-28,CR,84,100G,28,CR 84 #100G-28,6.300919299999999,-75.58302309999998
331,331,20009208,Tienda Clicconlinet,Not Specified,CASTILLA,Medellin,Antioquia,CL 108#67-12,CL 108,67-12,CL,108,67,12,CL 108 #67-12,6.3053097000000005,-75.56675820000001
332,332,20009209,Salsamentaria,Boyacá,CASTILLA,Medellin,Antioquia,CR 67#106A-06,CR 67,106A-06,CR,67,106A,06,CR 67 #106A-06,6.304367500000001,-75.56681739999998
334,334,20009211,Distrifruver La 76,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CR 76#102B-12,CR 76,102B-12,CR,76,102B,12,CR 76 #102B-12,6.301059700000001,-75.5752768
335,335,20009212,Vaneli,Not Specified,ROBLEDO,Medellin,Antioquia,CR 72B#85-58,CR 72B,85-58,CR,72B,85,58,CR 72B #85-58,6.2791855000000005,-75.58137430000001
336,336,20009213,Gro 93,Pedregal,CASTILLA,Medellin,Antioquia,CL 93 # 68 - 40,CL 93 , 68 - 40,CL,93 , 68 , 40,CL 93 #68- 40,6.287584099999999,-75.5735898
337,337,20009215,Costeño,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 103C#76-73,CL 103C,76-73,CL,103C,76,73,CL 103C #76-73,6.301857900000001,-75.57536879999998
338,338,20009216,Juan J,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 97#72A-39,CL 97,72A-39,CL,97,72A,39,CL 97 #72A-39,6.2933902,-75.575194
339,339,20009217,Mi Sol,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CR 72B#97-77,CR 72B,97-77,CR,72B,97,77,CR 72B #97-77,6.2941645,-75.57513949999998
341,341,20009219,La 98,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 98 # 72-35,CL 98 , 72-35,CL,98 , 72,35,CL 98 #72-35,6.2946106,-75.57425359999998
342,342,20009221,La Reja Negra,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 72A#95-31,CR 72A,95-31,CR,72A,95,31,CR 72A #95-31,6.2912636000000015,-75.57559559999999
343,343,20009223,La Tienda De D D,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 72#94-5,CR 72,94-5,CR,72,94,5,CR 72 #94-5,6.2896158,-75.5756948
344,344,20009224,La Puerta Azul,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 97#72-7,CL 97,72-7,CL,97,72,7,CL 97 #72-7,6.293245400000001,-75.57450490000001
345,345,20009225,El Parquesito,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 103C#74A-24,CL 103C,74A-24,CL,103C,74A,24,CL 103C #74A-24,6.3012782,-75.57374
346,346,20009226,La Prosperidad,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 95#72B-02,CL 95,72B-02,CL,95,72B,02,CL 95 #72B-02,6.2910734,-75.57607440000001
347,347,20009227,Variedad Los Amigo,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 96#72B-02,CL 96,72B-02,CL,96,72B,02,CL 96 #72B-02,6.292314699999999,-75.5756728
348,348,20009228,La Reja Cafe,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CR 72B#96-57,CR 72B,96-57,CR,72B,96,57,CR 72B #96-57,6.292787000000001,-75.5756089
349,349,20009229,Tienda Cristo Rey,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 97#72A-38,CL 97,72A-38,CL,97,72A,38,CL 97 #72A-38,6.2935989,-75.57510049999998
350,350,20009231,Carrito Azul,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 72B#97-91,CR 72B,97-91,CR,72B,97,91,CR 72B #97-91,6.294271699999999,-75.57510400000001
351,351,20009232,Roller,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CR 72A#96-42,CR 72A,96-42,CR,72A,96,42,CR 72A #96-42,6.2925783,-75.57506190000001
352,352,20009233,Panadería Catelares,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 72B#95-134,CR 72B,95-134,CR,72B,95,134,CR 72B #95-134,6.2920846,-75.57564169999998
353,353,20009234,Mercados Milan,Not Specified,CASTILLA,Medellin,Antioquia,CR 74#109-16,CR 74,109-16,CR,74,109,16,CR 74 #109-16,6.3074216,-75.5701304
354,354,20009235,Tienda Frutas Y Verduras,Tejelo,DOCE DE OCTUBRE,Medellin,Antioquia,CL 106A#70-18,CL 106A,70-18,CL,106A,70,18,CL 106A #70-18,6.304562199999999,-75.56914259999998
355,355,20009236,Detodito,Tejelo,CASTILLA,Medellin,Antioquia,CR 68A#106A-32,CR 68A,106A-32,CR,68A,106A,32,CR 68A #106A-32,6.304710300000001,-75.5677714
356,356,20009237,La Bella,Not Specified,CASTILLA,Medellin,Antioquia,CL 106B#67-45,CL 106B,67-45,CL,106B,67,45,CL 106B #67-45,6.304681299999999,-75.56716519999998
357,357,20009238,Granero Moncho,Tejelo,CASTILLA,Medellin,Antioquia,CL 106A#67-02,CL 106A,67-02,CL,106A,67,02,CL 106A #67-02,6.3043909000000005,-75.56688670000001
358,358,20009239,El Kiosko Del Casique,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101C#82F-03,CL 101C,82F-03,CL,101C,82F,03,CL 101C #82F-03,6.301666699999998,-75.58093640000001
360,360,20009241,Tienda Rosalba,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101C # 82E - 92,CL 101C , 82E - 92,CL,101C , 82E , 92,CL 101C #82E- 92,6.3018665,-75.58083599999998
362,362,20009243,Tienda Mixta Cc,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101AA#81-17,CL 101AA,81-17,CL,101AA,81,17,CL 101AA #81-17,6.3010781,-75.57988069999998
363,363,20009244,Deseables Dj,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CR 78#101BB-22,CR 78,101BB-22,CR,78,101BB,22,CR 78 #101BB-22,6.301961799999999,-75.57827259999998
364,364,20009245,Mi Tiendita,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CR 77A#102-10,CR 77A,102-10,CR,77A,102,10,CR 77A #102-10,6.30162,-75.57772059999998
365,365,20009246,Salsamentaria La Ilucion,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101A#74-74,CL 101A,74-74,CL,101A,74,74,CL 101A #74-74,6.2992517999999995,-75.57566870000001
366,366,20009247,Tienda Las Escalas,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CR 74B#99B-13,CR 74B,99B-13,CR,74B,99B,13,CR 74B #99B-13,6.2977015,-75.57682290000001
367,367,20009248,Tienda Jm,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 99B#74A-09,CL 99B,74A-09,CL,99B,74A,09,CL 99B #74A-09,6.297625999999998,-75.5766261
368,368,20009249,Tienda Elkin,Doce De Octubre,DOCE DE OCTUBRE,Medellin,Antioquia,CR 82E # 100G - 13,CR 82E , 100G - 13,CR,82E , 100G , 13,CR 82E #100G- 13,6.3003502000000005,-75.58022740000001
369,369,20009250,Tienda Carmen,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101B#82E-70,CL 101B,82E-70,CL,101B,82E,70,CL 101B #82E-70,6.3015669,-75.5806334
370,370,20009251,Granero Mary,Doce De Octubre Nº 1,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101C#77A-37,CL 101C,77A-37,CL,101C,77A,37,CL 101C #77A-37,6.301801999999999,-75.5780298
371,371,20009252,Tienda Sara,Not Specified,CASTILLA,Medellin,Antioquia,CL 108#66-74,CL 108,66-74,CL,108,66,74,CL 108 #66-74,6.3050517,-75.566288
372,372,20009253,Las 3 Jotas,Not Specified,CASTILLA,Medellin,Antioquia,CR 66#110-12,CR 66,110-12,CR,66,110,12,CR 66 #110-12,6.305943099999999,-75.56537990000001
373,373,20009254,Nelly,Not Specified,BUENOS AIRES,Medellin,Antioquia,CR 28#06-127,CR 28,06-127,CR,28,06,127,CR 28 #06-127,6.2266409000000005,-75.55930579999998
374,374,20009255,Carpa Amarilla,Boyacá,CASTILLA,Medellin,Antioquia,CL 109#64D-175,CL 109,64D-175,CL,109,64D,175,CL 109 #64D-175,6.3051447,-75.5661362
375,375,20009256,Tienda Jj,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CR 84#101-25,CR 84,101-25,CR,84,101,25,CR 84 #101-25,6.3012099,-75.58294659999999
377,377,20009258,La Ventana De Wilson,Castilla,CASTILLA,Medellin,Antioquia,CR 71#98-115,CR 71,98-115,CR,71,98,115,CR 71 #98-115,6.2953113,-75.5730361
378,378,20009259,Alberto,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 100B#74-72,CL 100B,74-72,CL,100B,74,72,CL 100B #74-72,6.2985951999999985,-75.57606179999998
380,380,20009261,Tienda Gerardo,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CR 74#99B-21,CR 74,99B-21,CR,74,99B,21,CR 74 #99B-21,6.2975195,-75.57606690000001
381,381,20009262,La Super Esquina,Not Specified,CASTILLA,Medellin,Antioquia,CR 71#98-127,CR 71,98-127,CR,71,98,127,CR 71 #98-127,6.2954029,-75.5730052
384,384,20009266,Mercados Convitar,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 72#97-65,CR 72,97-65,CR,72,97,65,CR 72 #97-65,6.293767400000001,-75.57431849999998
386,386,20009268,Cosechas De Oriente,Not Specified,BELEN,Medellin,Antioquia,CR 65#109A-16,CR 65,109A-16,CR,65,109A,16,CR 65 #109A-16,6.2386957,-75.583139
388,388,20009270,Calidad Y Punto,Castilla,CASTILLA,Medellin,Antioquia,CR 71#99-88,CR 71,99-88,CR,71,99,88,CR 71 #99-88,6.2962921,-75.57249540000001
390,390,20009272,Distribuidora Luz,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101#73A-51,CL 101,73A-51,CL,101,73A,51,CL 101 #73A-51,6.298031,-75.57494969999998
391,391,20009274,El Ahorrador,Not Specified,CASTILLA,Medellin,Antioquia,CL 110#65-04,CL 110,65-04,CL,110,65,04,CL 110 #65-04,6.305572799999998,-75.5645261
392,392,20009275,Trianjuay,Not Specified,SANTA CRUZ,Medellin,Antioquia,CL 110#64D-137,CL 110,64D-137,CL,110,64D,137,CL 110 #64D-137,6.3009580000000005,-75.55345899999998
394,394,20009277,La Ilusión,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 95#72-40,CL 95,72-40,CL,95,72,40,CL 95 #72-40,6.2909526,-75.57559640000001
396,396,20010948,Donde Rey,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 103D#74A-48,CL 103D,74A-48,CL,103D,74A,48,CL 103D #74A-48,6.3017642999999985,-75.5737098
398,398,20010952,La Mano De Dios,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101A#74B-100,CL 101A,74B-100,CL,101A,74B,100,CL 101A #74B-100,6.2998413,-75.5766166
404,404,20010958,Minimarket Mo,La Sierra,VILLA HERMOSA,Medellin,Antioquia,CR 5#55F-48,CR 5,55F-48,CR,5,55F,48,CR 5 #55F-48,6.236133400000001,-75.5303986
407,407,20010975,Granero El Ritmo,Loreto,BUENOS AIRES,Medellin,Antioquia,CR 31##30A-27,CR 31,#30A-27,CR,31,#30A,27,CR 31 ##30A-27,6.2392278,-75.5546365
409,409,20010978,Tienda Mixta Las Gemelas,Las Brisas,CASTILLA,Medellin,Antioquia,CL 113B#64BB-36,CL 113B,64BB-36,CL,113B,64BB,36,CL 113B #64BB-36,6.308942,-75.56089200000001
412,412,20010983,Mercados La 97,Doce De Octubre N 1,DOCE DE OCTUBRE,Medellin,Antioquia,CR 81#97AA-6,CR 81,97AA-6,CR,81,97AA,6,CR 81 #97AA-6,6.2967112,-75.5825547
413,413,20010985,El Plan,Doce De Octubre 1,DOCE DE OCTUBRE,Medellin,Antioquia,CL 94C # 83D-15,CL 94C , 83D-15,CL,94C , 83D,15,CL 94C #83D-15,6.3040490999999985,-75.5777583
414,414,20010986,Tienda Singapur,Not Specified,SAN ANTONIO DE PRADO,Medellin,Antioquia,CR 58#43SUR-139,CR 58,43SUR-139,CR,58,43SUR,139,CR 58 #43SUR-139,6.184209300000001,-75.65957209999999
416,416,20010997,Distribuidora El Torito,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CR 83#102B-12,CR 83,102B-12,CR,83,102B,12,CR 83 #102B-12,6.304375599999998,-75.5819259
417,417,20011004,Minimercado Los Cossios,Barrio Pablo Escobar,EL POBLADO,Medellin,Antioquia,CL 38A#26 EG-23,CL 38A,26 EG-23,CL,38A,26 EG,23,CL 38A #26EG-23,6.2103788,-75.5581876
420,420,20011010,La Lechuga,Villatina,VILLA HERMOSA,Medellin,Antioquia,CL 56A#14-11,CL 56A,14-11,CL,56A,14,11,CL 56A #14-11,6.244971500000001,-75.54575729999998
421,421,20011011,Crsmi,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 97B#84-60,CL 97B,84-60,CL,97B,84,60,CL 97B #84-60,6.298486599999999,-75.58438269999998
423,423,20011027,La Buena Suerte,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CR 78B#107B-13,CR 78B,107B-13,CR,78B,107B,13,CR 78B #107B-13,6.3078772,-75.57527189999998
424,424,20011028,Tienda La Cancha,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CR 78B # 107A - 26,CR 78B , 107A - 26,CR,78B , 107A , 26,CR 78B #107A- 26,6.307569600000001,-75.5753009
426,426,20011042,Tienda El Grosero,Barrios De Jesus,BUENOS AIRES,Medellin,Antioquia,CL 47#2BB-163,CL 47,2BB-163,CL,47,2BB,163,CL 47 #2BB-163,6.228028299999999,-75.5330014
428,428,20011054,Ventana Azul,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CR 80#112-19,CR 80,112-19,CR,80,112,19,CR 80 #112-19,6.310002,-75.57613409999998
429,429,20011055,La Bendición De Jehová,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CL 117#78D-19,CL 117,78D-19,CL,117,78D,19,CL 117 #78D-19,6.3105088,-75.5754963
430,430,20011056,Fruver La 78,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CR 78C#117-08,CR 78C,117-08,CR,78C,117,08,CR 78C #117-08,6.3105387,-75.57499909999999
431,431,20011058,Tienda Stefania,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CR 77E#115-10,CR 77E,115-10,CR,77E,115,10,CR 77E #115-10,6.3097233,-75.5744608
435,435,20011081,Tienda Nn,Doce De Octubre N 2,DOCE DE OCTUBRE,Medellin,Antioquia,CL 98#84-22,CL 98,84-22,CL,98,84,22,CL 98 #84-22,6.298577499999999,-75.58420079999998
436,436,20011093,La Terminal De La Sierra,La Sierra,SANTA ELENA,Medellin,Antioquia,CL 56B#8ESTE-17,CL 56B,8ESTE-17,CL,56B,8ESTE,17,CL 56B #8ESTE-17,6.2355836,-75.5259475
440,440,20011106,Él Filo,La Sierra,VILLA HERMOSA,Medellin,Antioquia,CL 55H#3ESTE-54,CL 55H,3ESTE-54,CL,55H,3ESTE,54,CL 55H #3ESTE-54,6.2349608,-75.5281372
446,446,20011129,Kiosko La 59,Not Specified,LAURELES,Medellin,Antioquia,CRV 43#12-76,CRV 43,12-76,CRV,43,12,76,CRV 43 #12-76,6.249435099999999,-75.6022438
447,447,20011130,Piedras Verdes,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CR 81#97A-43,CR 81,97A-43,CR,81,97A,43,CR 81 #97A-43,6.296723,-75.5823113
452,452,20009279,Tienda Refrescante Oscar,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,TV 103B#74-82,TV 103B,74-82,TV,103B,74,82,TV 103B #74-82,6.3008804000000005,-75.57378809999999
453,453,20009280,Mercados La 72,Castilla,CASTILLA,Medellin,Antioquia,CR 72#96-30,CR 72,96-30,CR,72,96,30,CR 72 #96-30,6.2923516,-75.574646
455,455,20009282,Punto Azul,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 103C#74A-06,CL 103C,74A-06,CL,103C,74A,06,CL 103C #74A-06,6.3012112999999985,-75.5736004
456,456,20009283,Tienda Andrea,Castilla,CASTILLA,Medellin,Antioquia,CR 71#99-64,CR 71,99-64,CR,71,99,64,CR 71 #99-64,6.2960992,-75.5725561
457,457,20009284,Las Cartagena,Castilla,CASTILLA,Medellin,Antioquia,CR 70#99-39,CR 70,99-39,CR,70,99,39,CR 70 #99-39,6.2958637,-75.5721902
458,458,20009286,Mercados Nilo,Boyacá,CASTILLA,Medellin,Antioquia,CL 109#65-04,CL 109,65-04,CL,109,65,04,CL 109 #65-04,6.3050393,-75.5651215
460,460,20009288,Mariodi,Boyacá,CASTILLA,Medellin,Antioquia,CR 67#106B-06,CR 67,106B-06,CR,67,106B,06,CR 67 #106B-06,6.3039023,-75.56671349999998
462,462,20009291,Endejhon,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101#72A-67,CL 101,72A-67,CL,101,72A,67,CL 101 #72A-67,6.297559499999998,-75.5741882
463,463,20009292,Mickey Mouse,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101B#74-89,CL 101B,74-89,CL,101B,74,89,CL 101B #74-89,6.2995163,-75.5757017
464,464,20009293,Ventana Yuli,Castilla,CASTILLA,Medellin,Antioquia,CR 71A#99-4,CR 71A,99-4,CR,71A,99,4,CR 71A #99-4,6.2958207,-75.5730978
465,465,20009294,La Ventanita De Flor,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 94 # 72-38,CL 94 , 72-38,CL,94 , 72,38,CL 94 #72-38,6.2897289,-75.57604239999998
466,466,20009295,Tienda Peeez,Not Specified,CASTILLA,Medellin,Antioquia,CL 98#71-61,CL 98,71-61,CL,98,71,61,CL 98 #71-61,6.294531,-75.573892
467,467,20009296,El Manguey,Castilla,CASTILLA,Medellin,Antioquia,CL 98#70-25,CL 98,70-25,CL,98,70,25,CL 98 #70-25,6.294176999999999,-75.57290649999999
468,468,20009298,Salsamentaria Rafael,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 102#74A-108,CL 102,74A-108,CL,102,74A,108,CL 102 #74A-108,6.300585799999999,-75.5752735
469,469,20009299,Tienda La Mona,Picachito,DOCE DE OCTUBRE,Medellin,Antioquia,CR 86#98CC-14,CR 86,98CC-14,CR,86,98CC,14,CR 86 #98CC-14,6.3006945,-75.5849203
470,470,20009301,Él Reguero,Not Specified,CASTILLA,Medellin,Antioquia,CL 112B#64D-101,CL 112B,64D-101,CL,112B,64D,101,CL 112B #64D-101,6.307430200000001,-75.56377859999998
471,471,20009302,Kiosco Celin,Not Specified,CASTILLA,Medellin,Antioquia,CR 64DD#110-106,CR 64DD,110-106,CR,64DD,110,106,CR 64DD #110-106,6.306073899999999,-75.56351339999998
472,472,20009303,La Gran Fe  2,Boyacá,CASTILLA,Medellin,Antioquia,CL 111B#65A-81,CL 111B,65A-81,CL,111B,65A,81,CL 111B #65A-81,6.306551799999999,-75.5651396
473,473,20009304,Abarrote J Y S,Boyacá,CASTILLA,Medellin,Antioquia,CR 67#111A-03,CR 67,111A-03,CR,67,111A,03,CR 67 #111A-03,6.3065273,-75.56591970000001
474,474,20009305,La 94,Castilla,CASTILLA,Medellin,Antioquia,CL 94#68A-23,CL 94,68A-23,CL,94,68A,23,CL 94 #68A-23,6.288750800000001,-75.5734707
477,477,20009309,Chacha,Boyacá,CASTILLA,Medellin,Antioquia,CR 67#104B-46,CR 67,104B-46,CR,67,104B,46,CR 67 #104B-46,6.3025443,-75.5669457
478,478,20009310,Tienda Chipurra,Girardot,CASTILLA,Medellin,Antioquia,CR 65#104-05,CR 65,104-05,CR,65,104,05,CR 65 #104-05,6.301533,-75.56633819999998
480,480,20009313,Rejita Negra,Not Specified,CASTILLA,Medellin,Antioquia,CR 64D#106A-15,CR 64D,106A-15,CR,64D,106A,15,CR 64D #106A-15,6.3032930999999985,-75.56505349999998
481,481,20009314,Granero Mo,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 105B#71A-156,CL 105B,71A-156,CL,105B,71A,156,CL 105B #71A-156,6.3032528,-75.57060770000001
484,484,20009317,Punto Bueno,Boyacá,CASTILLA,Medellin,Antioquia,CR 64D#104A-21,CR 64D,104A-21,CR,64D,104A,21,CR 64D #104A-21,6.3023776,-75.565787
485,485,20009318,Tienda Miguel Angel,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 106A#74-50,CL 106A,74-50,CL,106A,74,50,CL 106A #74-50,6.3044471,-75.57105949999998
486,486,20009319,La Ventanita,Pedregal,CASTILLA,Medellin,Antioquia,CL 106B#74-22,CL 106B,74-22,CL,106B,74,22,CL 106B #74-22,6.3049827,-75.57077260000001
489,489,20009324,Mercalicores Girardot,Not Specified,CASTILLA,Medellin,Antioquia,CR 65#103A-32,CR 65,103A-32,CR,65,103A,32,CR 65 #103A-32,6.2982505999999985,-75.5668953
490,490,20009328,Tienda Pv,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 106#70-3,CL 106,70-3,CL,106,70,3,CL 106 #70-3,6.3039345,-75.56894150000001
492,492,20009330,La Ventanita De Sofia,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 105F#70-27,CL 105F,70-27,CL,105F,70,27,CL 105F #70-27,6.3034845,-75.5690767
493,493,20009331,La Ventanita De Tata,Girardot,CASTILLA,Medellin,Antioquia,CL 103DD#65-96,CL 103DD,65-96,CL,103DD,65,96,CL 103DD #65-96,6.2991525,-75.5675825
494,494,20009332,Andale,Pedregal,CASTILLA,Medellin,Antioquia,CL 105#71A-94,CL 105,71A-94,CL,105,71A,94,CL 105 #71A-94,6.290015400000001,-75.5750222
495,495,20009333,Tienda Viviana,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 105B#71A-50,CL 105B,71A-50,CL,105B,71A,50,CL 105B #71A-50,6.302552400000001,-75.57010269999998
497,497,20009335,Tienda Reja Negra,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 104A#70-122,CL 104A,70-122,CL,104A,70,122,CL 104A #70-122,6.3012400999999985,-75.5707863
502,502,20009340,Salsametaria Whipped,Not Specified,CASTILLA,Medellin,Antioquia,CR 64C#104A-58,CR 64C,104A-58,CR,64C,104A,58,CR 64C #104A-58,6.3014342,-75.5639015
