,Unnamed: 0,Codigo,Nombre,Barrio,Comuna,Población,Departamento,Dirección,Street,Number,Street_Type,Street_Number,Number_partA,Number_partB,Dirección Geo,latitude,longitude
10877,10877,20005541,Tienda Y Variedades La 80,Los Naranjos Ii,COMUNA 14,Cali,Valle del Cauca,CL 80 # 26 G 2-05,CL 80 , 26 G 2-05,CL,80 , 26 G 2,05,CL 80 #26G2-05,3.4305872,-76.477086
10878,10878,20006257,Tienda Super K,San Marcos,COMUNA 14,Cali,Valle del Cauca,CR 26 I # 97-12,CR 26 I , 97-12,CR,26 I , 97,12,CR 26I #97-12,3.4254176,-76.4749822
10879,10879,20001316,Supermercado Leo,San Marino,COMUNA 7,Cali,Valle del Cauca,CL 67 # 7 D - 12,CL 67 , 7 D - 12,CL,67 , 7 D , 12,CL 67 #7D- 12,3.4611084,-76.4867934
10880,10880,20001959,Tienda K Y J,Talanga I,COMUNA 21,Cali,Valle del Cauca,CL  100 C # 24-122,CL  100 C , 24-122,CL, 100 C , 24,122,CL 100C #24-122,3.4334179,-76.4677458
10881,10881,20001977,Tienda Mixta Mina,Compartir,COMUNA 21,Cali,Valle del Cauca,CR 24 A # 101 - 16,CR 24 A , 101 - 16,CR,24 A , 101 , 16,CR 24A #101- 16,3.4326305,-76.46736990000001
10882,10882,20001983,Tienda Y Heladeria Hora Feliz,Compartir,COMUNA 21,Cali,Valle del Cauca,CR 24 A # 101 E -18,CR 24 A , 101 E -18,CR,24 A , 101 E ,18,CR 24A #101E-18,3.4315897000000004,-76.4670762
10883,10883,20002014,Tienda Nissi,Valle Grande,COMUNA 21,Cali,Valle del Cauca,CL 80 B # 22  - 27,CL 80 B , 22  - 27,CL,80 B , 22  , 27,CL 80B #22- 27,3.4392695,-76.47223309999998
10884,10884,20002082,Tienda Lorena,Remansos,COMUNA 21,Cali,Valle del Cauca,CL 125 # 26 H 4 - 15,CL 125 , 26 H 4 - 15,CL,125 , 26 H 4 , 15,CL 125 #26H4- 15,3.4203546,-76.4643877
10885,10885,20002098,Tienda Angelica,Calimio Desepaz,COMUNA 21,Cali,Valle del Cauca,CR  26 L 2 # 122 - 75,CR  26 L 2 , 122 - 75,CR, 26 L 2 , 122 , 75,CR 26L2 #122- 75,3.4147847999999996,-76.468961
10886,10886,20002121,Tienda Mixta,Remansos,COMUNA 21,Cali,Valle del Cauca,CR  26 J 4 # 123 - 87,CR  26 J 4 , 123 - 87,CR, 26 J 4 , 123 , 87,CR 26J4 #123- 87,3.4133038,-76.46876479999999
10887,10887,20002162,Variedades  Jairo,Ciudad Talanga,COMUNA 21,Cali,Valle del Cauca,CR 24 J # 86 - 128,CR 24 J , 86 - 128,CR,24 J , 86 , 128,CR 24J #86- 128,3.4331745000000002,-76.4711161
10888,10888,20002172,Tienda Mixta,Valle Grande,COMUNA 21,Cali,Valle del Cauca,CL 94 B # 20 - 22,CL 94 B , 20 - 22,CL,94 B , 20 , 22,CL 94B #20- 22,3.4372705000000003,-76.46588359999998
10889,10889,20002209,Tienda Maribel,Valle Grande,COMUNA 21,Cali,Valle del Cauca,CR 24 F 2 # 82-18,CR 24 F 2 , 82-18,CR,24 F 2 , 82,18,CR 24F2 #82-18,3.4353816,-76.4722915
10890,10890,20002211,Tienda Yoli,Valle Grande,COMUNA 21,Cali,Valle del Cauca,CL 77 B # 23 -22,CL 77 B , 23 -22,CL,77 B , 23 ,22,CL 77B #23-22,3.4396112000000003,-76.47531790000001
10891,10891,20002212,Tienda El Paso,Valle Grande,COMUNA 21,Cali,Valle del Cauca,CL 79 # 20 -51,CL 79 , 20 -51,CL,79 , 20 ,51,CL 79 #20-51,3.4399707000000004,-76.4739162
10892,10892,20002310,Tienda Mixta,Ciudad Talanga,COMUNA 21,Cali,Valle del Cauca,CR 24 P # 86 - 33,CR 24 P , 86 - 33,CR,24 P , 86 , 33,CR 24P #86- 33,3.4331745000000002,-76.4711161
10893,10893,20002314,Salsamentaria Y Lechonas Luna,Compartir,COMUNA 21,Cali,Valle del Cauca,CL 101 # 22 B -119,CL 101 , 22 B -119,CL,101 , 22 B ,119,CL 101 #22B-119,3.4331403,-76.4649508
10894,10894,20002851,Tienda Y Variedades Alejo,Guabal,COMUNA 10,Cali,Valle del Cauca,CR 40 # 16-38,CR 40 , 16-38,CR,40 , 16,38,CR 40 #16-38,3.4180772000000004,-76.5242767
10895,10895,20002881,Tienda Michaell,San Judas Ii,COMUNA 10,Cali,Valle del Cauca,CL 18 # 49 A 07,CL 18 , 49 A 07,CL,18 , 49 A 07,,CL 18 #49A07,3.4069718,-76.52490379999998
10896,10896,20002944,Miscelanea Adimar,Departamental,COMUNA 19,Cali,Valle del Cauca,CL 10A # 48 A - 04,CL 10A , 48 A - 04,CL,10A , 48 A , 04,CL 10A #48A- 04,3.4266684,-76.5326359
10897,10897,20003055,Minimarket Donde Nicky,El Jordan,COMUNA 18,Cali,Valle del Cauca,CR 94 # 2 A -  02,CR 94 , 2 A -  02,CR,94 , 2 A ,  02,CR 94 #2A-  02,3.3766144999999996,-76.551572
10898,10898,20003243,Tienda Jhonsito,Pizamos Iii,COMUNA 13,Cali,Valle del Cauca,CR 28 D 1 # 120 B - 21,CR 28 D 1 , 120 B - 21,CR,28 D 1 , 120 B , 21,CR 28D1 #120B- 21,3.4199453,-76.4896761
10899,10899,20003844,Rapitienda La Quincena,Departamental,COMUNA 10,Cali,Valle del Cauca,CL 12 # 41 B - 07,CL 12 , 41 B - 07,CL,12 , 41 B , 07,CL 12 #41B- 07,3.4174785000000005,-76.5337881
10900,10900,20002995,Las  Delicias De Don Rico,Santa Elena,COMUNA 10,Cali,Valle del Cauca,CL 32 A # 19 - 53,CL 32 A , 19 - 53,CL,32 A , 19 , 53,CL 32A #19- 53,3.4250998999999998,-76.52209520000001
10901,10901,20004661,Tienda Y Miscelanea Isaliz,Ciudad Talanga,COMUNA 21,Cali,Valle del Cauca,CR 24 M # 86 - 100,CR 24 M , 86 - 100,CR,24 M , 86 , 100,CR 24M #86- 100,3.4326508000000002,-76.4703064
10902,10902,20004662,Tienda Y Variedades Juan David,Ciudadela Del Rio- Cvc,COMUNA 17,Cali,Valle del Cauca,CR 26 F # 122 - 15,CR 26 F , 122 - 15,CR,26 F , 122 , 15,CR 26F #122- 15,3.4060635,-76.5387446
10903,10903,20004675,Tienda Cetro,Remansos,COMUNA 21,Cali,Valle del Cauca,CL  125 BIS # 26 I 4 - 52,CL  125 BIS , 26 I 4 - 52,CL, 125 BIS , 26 I 4 , 52,CL 125BIS #26I4- 52,3.4174387000000004,-76.4644177
10904,10904,20004769,Tienda La 39,Guabal,COMUNA 10,Cali,Valle del Cauca,CL 16 # 39 - 05,CL 16 , 39 - 05,CL,16 , 39 , 05,CL 16 #39- 05,3.4184483999999995,-76.52467
10905,10905,20004989,Variedades Sofi,Guabal,COMUNA 10,Cali,Valle del Cauca,CL 15 # 41 B - 08,CL 15 , 41 B - 08,CL,15 , 41 B , 08,CL 15 #41B- 08,3.4152336,-76.5254113
10906,10906,20004990,Variedades Vega,Not Specified,COMUNA 10,Cali,Valle del Cauca,CL 15  # 42 B- 36,CL 15  , 42 B- 36,CL,15  , 42 B, 36,CL 15 #42B- 36,3.4135912000000004,-76.52577159999998
10907,10907,20004994,Granero Pompi,Las Granjas,COMUNA 10,Cali,Valle del Cauca,CL 15  # 44  - 75,CL 15  , 44  - 75,CL,15  , 44  , 75,CL 15 #44- 75,3.4116623,-76.52614609999998
10908,10908,20005463,San Fernando,Not Specified,COMUNA 19,Cali,Valle del Cauca,CR 38 BIS # 5 B-39,CR 38 BIS , 5 B-39,CR,38 BIS , 5 B,39,CR 38BIS #5B-39,3.4264065,-76.5452583
10909,10909,20005479,Tienda Las Gemelas,Valle Grande,COMUNA 21,Cali,Valle del Cauca,CR 24 F 2 # 82-35,CR 24 F 2 , 82-35,CR,24 F 2 , 82,35,CR 24F2 #82-35,3.4353536,-76.4720875
10910,10910,20005480,Tienda Claudia,Valle Grande,COMUNA 21,Cali,Valle del Cauca,CL 79 B # 23 - 81,CL 79 B , 23 - 81,CL,79 B , 23 , 81,CL 79B #23- 81,3.4383307999999997,-76.4742083
10911,10911,20004992,Verduras Betty,El Lido,COMUNA 17,Cali,Valle del Cauca,CR 50  # 3  - 28,CR 50  , 3  - 28,CR,50  , 3  , 28,CR 50 #3- 28,3.4063949,-76.5272724
10912,10912,20011161,Tienda Blanquita,Remanso,COMUNA 2,Cali,Valle del Cauca,CR 26I3#123C-04,CR 26I3,123C-04,CR,26I3,123C,04,CR 26I3 #123C-04,3.4542377,-76.53619880000001
10919,10919,20010912,Tienda Mixta,Brisas Del Limonar,COMUNA 16,Cali,Valle del Cauca,CL 40A#51A-04,CL 40A,51A-04,CL,40A,51A,04,CL 40A #51A-04,3.4018711,-76.5224016
10920,10920,20011096,Merca2000,Ciudad 2000,COMUNA 16,Cali,Valle del Cauca,CL 26#67B-79,CL 26,67B-79,CL,26,67B,79,CL 26 #67B-79,3.3965525999999997,-76.5218189
10921,10921,20011099,Los Parrita,Primero De Mayo,COMUNA 17,Cali,Valle del Cauca,CR 53#13D-08,CR 53,13D-08,CR,53,13D,08,CR 53 #13D-08,3.4063102,-76.53324909999998
10922,10922,20011100,Microtienda Mariela,Primero De Mayo,COMUNA 17,Cali,Valle del Cauca,CL 13C#57A-73,CL 13C,57A-73,CL,13C,57A,73,CL 13C #57A-73,3.4027445,-76.5346531
10923,10923,20011109,Mixta Mariela,El Troncal,COMUNA 8,Cali,Valle del Cauca,CL 33 A#8A-59,CL 33 A,8A-59,CL,33 A,8A,59,CL 33A #8A-59,3.4526190000000003,-76.5116967
10925,10925,20013409,Tienda Mixta,Ciudadela Del Rio- Cvc,COMUNA 17,Cali,Valle del Cauca,CL 120Q # 24 - 89,CL 120Q , 24 - 89,CL,120Q , 24 , 89,CL 120Q #24- 89,3.4060635,-76.5387446
10926,10926,20013422,Tienda Jtb,Omar Torrijos,COMUNA 3,Cali,Valle del Cauca,CL 28 # 72 W - 01,CL 28 , 72 W - 01,CL,28 , 72 W , 01,CL 28 #72W- 01,3.4516467000000004,-76.53198540000001
10928,10928,20013428,Tienda Mixta,Las Acacias,COMUNA 10,Cali,Valle del Cauca,CL 19A # 24B - 48,CL 19A , 24B - 48,CL,19A , 24B , 48,CL 19A #24B- 48,3.4328364000000002,-76.52180330000002
10929,10929,20013450,Tienda Lucelly,El Vergel,COMUNA 13,Cali,Valle del Cauca,CRA 33 A # 46 A - 10,CRA 33 A , 46 A - 10,CRA,33 A , 46 A , 10,CRA 33A #46A- 10,3.4146415,-76.49932159999999
10931,10931,20003256,Si Hay,Los Chorros,COMUNA 18,Cali,Valle del Cauca,CL 2 C1 OESTE # 76 B - 11,CL 2 C1 OESTE , 76 B - 11,CL,2 C1 OESTE , 76 B , 11,CL 2C1OESTE #76B- 11,3.3942012000000004,-76.55532559999999
10933,10933,20012296,La Esmeralda,Not Specified,COMUNA 19,Cali,Valle del Cauca,CR 26A#92-85,CR 26A,92-85,CR,26A,92,85,CR 26A #92-85,3.4358619,-76.5423009
10935,10935,20012765,Distribuidora La Esperanza,Not Specified,COMUNA 10,Cali,Valle del Cauca,CL 16#40-06,CL 16,40-06,CL,16,40,06,CL 16 #40-06,3.4179913999999996,-76.52490470000001
10939,10939,20004607,Tienda Mixta,Sector Alto Jordan,COMUNA 18,Cali,Valle del Cauca,CR 95 OESTE 1 BIS - 84,CR 95 OESTE 1 BIS - 84,,CR,95 OESTE 1 BIS - 84,,,CR 95OESTE1BIS-84,3.3782907999999994,-76.5596604
10940,10940,20002515,Tienda Los Mellizos,Jose Manuel Marroquin 1,COMUNA 3,Cali,Valle del Cauca,CR 26 P 10 # 87 - 67,CR 26 P 10 , 87 - 67,CR,26 P 10 , 87 , 67,CR 26P10 #87- 67,3.4516467000000004,-76.53198540000001
10941,10941,20002341,Tienda Mixta,El Poblado I,COMUNA 13,Cali,Valle del Cauca,CL 42 A # 29 D - 32,CL 42 A , 29 D - 32,CL,42 A , 29 D , 32,CL 42A #29D- 32,3.4196209000000004,-76.4999761
10942,10942,20000008,Tienda Mixta Medellin,Comfenalco,COMUNA 3,Cali,Valle del Cauca,CR 1 D N # 83 -62,CR 1 D N , 83 -62,CR,1 D N , 83 ,62,CR 1DN #83-62,3.4516467000000004,-76.53198540000001
10943,10943,20004771,Tienda Donde Yackies,Las Orquídeas,COMUNA 14,Cali,Valle del Cauca,CR 27 E # 103 - 06,CR 27 E , 103 - 06,CR,27 E , 103 , 06,CR 27E #103- 06,3.4159857000000002,-76.47900329999999
10952,10952,20013519,Súper Abarrotes La Arboleda,Alirio Mora Beltran,COMUNA 14,Cali,Valle del Cauca,CRA 26 F1 # 75 B - 10,CRA 26 F1 , 75 B - 10,CRA,26 F1 , 75 B , 10,CRA 26F1 #75B- 10,3.4369392999999997,-76.4782573
10953,10953,20013521,Autoservicio La Ciudadela,Ciudadela Comfandi,COMUNA 17,Cali,Valle del Cauca,CRA 83 # 26 - 72,CRA 83 , 26 - 72,CRA,83 , 26 , 72,CRA 83 #26- 72,3.3852854,-76.5230887
10954,10954,20001973,Tienda Mixta,La Unión,COMUNA 16,Cali,Valle del Cauca,CR 41C # 41-59,CR 41C , 41-59,CR,41C , 41,59,CR 41C #41-59,3.4123221,-76.5087173
10955,10955,20005498,Tienda Los Duque,Eduardo Santos,COMUNA 3,Cali,Valle del Cauca,CL 44 # 28 E - 42,CL 44 , 28 E - 42,CL,44 , 28 E , 42,CL 44 #28E- 42,3.4516467000000004,-76.53198540000001
10956,10956,20001026,Tienda Mary,Eduardo Santos,COMUNA 15,Cali,Valle del Cauca,DG 29 T # 33 E - 50,DG 29 T , 33 E - 50,DG,29 T , 33 E , 50,DG 29T #33E- 50,3.4124638999999997,-76.4968483
10957,10957,20001210,Tienda Mixta,Villa Nueva,COMUNA 15,Cali,Valle del Cauca,CR 28 J # 33 - 69,CR 28 J , 33 - 69,CR,28 J , 33 , 69,CR 28J #33- 69,3.4161718999999997,-76.49390720000001
10958,10958,20000703,Tienda Mixta,Not Specified,COMUNA 12,Cali,Valle del Cauca,CL 54 # 28 D - 40,CL 54 , 28 D - 40,CL,54 , 28 D , 40,CL 54 #28D- 40,3.4286754999999998,-76.50087140000001
10959,10959,20002738,Tienda Mixta La Z,Lleras Restrepo,COMUNA 13,Cali,Valle del Cauca,CR 26 H # 70 - 36,CR 26 H , 70 - 36,CR,26 H , 70 , 36,CR 26H #70- 36,3.4349884,-76.4946485
10960,10960,20000454,Tienda Mixta Viviana,Petecuy I Etapa,COMUNA 6,Cali,Valle del Cauca,CR 2 C # 78 - 24,CR 2 C , 78 - 24,CR,2 C , 78 , 24,CR 2C #78- 24,3.4739059,-76.4789787
10961,10961,20001291,Carne Y Pescados Del Norte,Charco Azul,COMUNA 13,Cali,Valle del Cauca,CR 25 U # 72 U - 07,CR 25 U , 72 U - 07,CR,25 U , 72 U , 07,CR 25U #72U- 07,3.4405943999999997,-76.48484069999998
10962,10962,20008554,Tienda Mixta Estevan,Villa Del Sur,COMUNA 11,Cali,Valle del Cauca,CR 42A#28-12,CR 42A,28-12,CR,42A,28,12,CR 42A #28-12,3.4138094,-76.51710349999998
10963,10963,20001292,Tienda Juan David,Charco Azul,COMUNA 13,Cali,Valle del Cauca,CR 23 A DG 70 C - 76,CR 23 A DG 70 C - 76,,CR,23 A DG 70 C - 76,,,CR 23ADG70C-76,3.4411504999999996,-76.48594940000001
10964,10964,20002467,Tienda Mixta,Alfonso Bonilla Aragon,COMUNA 14,Cali,Valle del Cauca,CL 80 # 27 D - 124,CL 80 , 27 D - 124,CL,80 , 27 D , 124,CL 80 #27D- 124,3.420524,-76.48495390000001
10965,10965,20001091,Bodega Del Abuelo,Rodeo,COMUNA 12,Cali,Valle del Cauca,CR 25 # 33 F - 43,CR 25 , 33 F - 43,CR,25 , 33 F , 43,CR 25 #33F- 43,3.4352322999999996,-76.5073814
10966,10966,20000682,Tienda La 26,Nueva Floresta,COMUNA 12,Cali,Valle del Cauca,CR 26 L # 56 A - 04,CR 26 L , 56 A - 04,CR,26 L , 56 A , 04,CR 26L #56A- 04,3.4336535,-76.497428
10967,10967,20004768,Tienda Donde Luisa,Eduardo Santos,COMUNA 3,Cali,Valle del Cauca,TV 29 D # 28 D 21,TV 29 D , 28 D 21,TV,29 D , 28 D 21,,TV 29D #28D21,3.4516467000000004,-76.53198540000001
10968,10968,20000039,Tienda Aleja,Floralia,COMUNA 6,Cali,Valle del Cauca,CL 72 D # 8 N - 83,CL 72 D , 8 N - 83,CL,72 D , 8 N , 83,CL 72D #8N- 83,3.494558,-76.4972059
10969,10969,20000050,Rapitienda El Porvenir,Floralia,COMUNA 6,Cali,Valle del Cauca,CL 72 C # 5 N - 46,CL 72 C , 5 N - 46,CL,72 C , 5 N , 46,CL 72C #5N- 46,3.4939515,-76.49693239999998
10970,10970,20000056,Danik,Floralia,COMUNA 6,Cali,Valle del Cauca,CL 72 J # 8 N - 02,CL 72 J , 8 N - 02,CL,72 J , 8 N , 02,CL 72J #8N- 02,3.496258,-76.4965598
10971,10971,20000100,Tienda Mercy,Los Alcazares,COMUNA 3,Cali,Valle del Cauca,CR 6 # 71 G - 05,CR 6 , 71 G - 05,CR,6 , 71 G , 05,CR 6 #71G- 05,3.4485085,-76.53639809999999
10972,10972,20000117,Tienda La 82,Floralia,COMUNA 6,Cali,Valle del Cauca,CL 82 # 8 N - 02,CL 82 , 8 N - 02,CL,82 , 8 N , 02,CL 82 #8N- 02,3.4990343999999998,-76.49462559999998
10973,10973,20000206,Tienda Lider,Floralia,COMUNA 6,Cali,Valle del Cauca,CR 2 B N # 75 - 10,CR 2 B N , 75 - 10,CR,2 B N , 75 , 10,CR 2BN #75- 10,3.4959954,-76.49245499999998
10974,10974,20000243,Tienda Ronald,La Rivera I,COMUNA 6,Cali,Valle del Cauca,CL 71 # 1 G - 01,CL 71 , 1 G - 01,CL,71 , 1 G , 01,CL 71 #1G- 01,3.4753849000000003,-76.4861054
10975,10975,20001901,Tienda Mixta,Floralia,COMUNA 6,Cali,Valle del Cauca,CL 72 L # 3 N - 02 ESQ,CL 72 L , 3 N - 02 ESQ,CL,72 L , 3 N , 02 ESQ,CL 72L #3N- 02 ESQ,3.4954769999999997,-76.494203
10976,10976,20002163,Quesera Emanuel,Ciudad Talanga,COMUNA 21,Cali,Valle del Cauca,CR 24 K # 85 - 04,CR 24 K , 85 - 04,CR,24 K , 85 , 04,CR 24K #85- 04,3.434621,-76.4704776
10977,10977,20000147,Tienda El Parque,Floralia,COMUNA 6,Cali,Valle del Cauca,CL 79 # 2 BN - 52,CL 79 , 2 BN - 52,CL,79 , 2 BN , 52,CL 79 #2BN- 52,3.4971193,-76.4930473
10978,10978,20013525,Tienda La Mona,Ciudadela Del Rio- Cvc,COMUNA 21,Cali,Valle del Cauca,CRA 26G # 121 - 102,CRA 26G , 121 - 102,CRA,26G , 121 , 102,CRA 26G #121- 102,3.4213411,-76.4656718
10979,10979,20013528,Variedades Paola,Puertas Del Sol,COMUNA 14,Cali,Valle del Cauca,CL 85 # 26 - 82,CL 85 , 26 - 82,CL,85 , 26 , 82,CL 85 #26- 82,3.4323562000000005,-76.4731467
10981,10981,20013540,Supermercado Granito De Mostaza,Urbanizacion Colseguros,COMUNA 19,Cali,Valle del Cauca,CL 11 # 27 - 04,CL 11 , 27 - 04,CL,11 , 27 , 04,CL 11 #27- 04,3.4415709999999997,-76.5490081
10983,10983,20013585,Rapitienda Luz,Valle Grande,COMUNA 21,Cali,Valle del Cauca,CL 79B # 23 - 81,CL 79B , 23 - 81,CL,79B , 23 , 81,CL 79B #23- 81,3.4383307999999997,-76.4742083
10985,10985,20013812,Tienda Mixta,Jorge Eliecer Gaitan,COMUNA 6,Cali,Valle del Cauca,CRA 2E # 71BIS - 05,CRA 2E , 71BIS - 05,CRA,2E , 71BIS , 05,CRA 2E #71BIS- 05,3.4713768,-76.4844499
10987,10987,20013884,Autoservicio Altos De Santa Elena,Not Specified,COMUNA 3,Cali,Valle del Cauca,CRA 100 B OEST # 1 - 30,CRA 100 B OEST , 1 - 30,CRA,100 B OEST , 1 , 30,CRA 100BOEST #1- 30,3.4516467000000004,-76.53198540000001
10991,10991,20004766,Tienda Mixta,Alirio Mora Beltran,COMUNA 14,Cali,Valle del Cauca,CL 77 # 26 B 1 -18,CL 77 , 26 B 1 -18,CL,77 , 26 B 1 ,18,CL 77 #26B1-18,3.4369392999999997,-76.4782573
10992,10992,20000687,Tienda Ana Manas,Nueva Floresta,COMUNA 12,Cali,Valle del Cauca,CL 59 # 25 - 40,CL 59 , 25 - 40,CL,59 , 25 , 40,CL 59 #25- 40,3.4393133000000002,-76.4938833
10993,10993,20013897,Rapy Marke,Ciudad 2000,COMUNA 16,Cali,Valle del Cauca,DG 66 # 33B - 28,DG 66 , 33B - 28,DG,66 , 33B , 28,DG 66 #33B- 28,3.3980672,-76.5209898
10994,10994,20002157,Tienda Piedad,Ciudadela Del Rio- Cvc,COMUNA 21,Cali,Valle del Cauca,CL 120 M # 23 - 69,CL 120 M , 23 - 69,CL,120 M , 23 , 69,CL 120M #23- 69,3.4260553,-76.4639042
10995,10995,20001108,Tienda Mixta,Sindical,COMUNA 12,Cali,Valle del Cauca,CRA 28 A # 42 C - 60,CRA 28 A , 42 C - 60,CRA,28 A , 42 C , 60,CRA 28A #42C- 60,3.4310755,-76.50106269999998
10996,10996,20002300,Panadería Y Rapitienda Malu,Llano Verde,COMUNA 15,Cali,Valle del Cauca,CL 57 # 47 B - 04,CL 57 , 47 B - 04,CL,57 , 47 B , 04,CL 57 #47B- 04,3.3929133,-76.50780340000001
10997,10997,20001300,Tienda Casablanca,La Base,COMUNA 8,Cali,Valle del Cauca,CR 12 B   # 57 - 64,CR 12 B   , 57 - 64,CR,12 B   , 57 , 64,CR 12B #57- 64,3.4468529,-76.49508440000001
10998,10998,20001314,Tienda Mi Campo,Las Ceibas,COMUNA 7,Cali,Valle del Cauca,CL 68 # 7 J - 04,CL 68 , 7 J - 04,CL,68 , 7 J , 04,CL 68 #7J- 04,3.4577123,-76.4870274
11042,11042,20014678,Cra 41  52 04,Not Specified,COMUNA 3,Cali,Valle del Cauca,CR 51#02-04,CR 51,02-04,CR,51,02,04,CR 51 #02-04,3.4516467000000004,-76.53198540000001
11044,11044,20001406,Tienda L Y E,Union De Vivienda Popular,COMUNA 16,Cali,Valle del Cauca,CR 42 A1 # 43 - 51,CR 42 A1 , 43 - 51,CR,42 A1 , 43 , 51,CR 42A1 #43- 51,3.4084619,-76.5100772
11047,11047,20004987,Tienda V & D,Cristobal Colon,COMUNA 10,Cali,Valle del Cauca,CL 18 # 36 B - 34,CL 18 , 36 B - 34,CL,18 , 36 B , 34,CL 18 #36B- 34,3.4208379,-76.5230066
11048,11048,20011095,Super Tienda Estrella,Cristobal Colon,COMUNA 10,Cali,Valle del Cauca,CR 36B#16-06,CR 36B,16-06,CR,36B,16,06,CR 36B #16-06,3.4206799,-76.5248342
11049,11049,20003810,Tienda Zafiro,Cristobal Colon,COMUNA 10,Cali,Valle del Cauca,CR 35 # 16 - 02,CR 35 , 16 - 02,CR,35 , 16 , 02,CR 35 #16- 02,3.4215455,-76.52491040000001
11050,11050,20004612,Tienda Mixta,Cristobal Colon,COMUNA 10,Cali,Valle del Cauca,CR 35 # 18 - 73,CR 35 , 18 - 73,CR,35 , 18 , 73,CR 35 #18- 73,3.4218195,-76.5226038
11051,11051,20004988,Tienda Mixta El Paisa,Cristobal Colon,COMUNA 10,Cali,Valle del Cauca,CR 33 # 16 - 69,CR 33 , 16 - 69,CR,33 , 16 , 69,CR 33 #16- 69,3.4241980000000005,-76.52484799999998
11053,11053,20003001,Rapitienda Felipe,El Dorado,COMUNA 10,Cali,Valle del Cauca,CL 13 A # 38 - 04,CL 13 A , 38 - 04,CL,13 A , 38 , 04,CL 13A #38- 04,3.4198831,-76.52976690000001
11054,11054,20002999,Miscelanea Soficali,El Dorado,COMUNA 10,Cali,Valle del Cauca,CR 37 # 13 C - 21,CR 37 , 13 C - 21,CR,37 , 13 C , 21,CR 37 #13C- 21,3.4201387999999997,-76.52850889999998
11055,11055,20012339,Tienda La Bendicion,San Judas Tadeo 1,COMUNA 10,Cali,Valle del Cauca,CR 42A#14C-28,CR 42A,14C-28,CR,42A,14C,28,CR 42A #14C-28,3.4141888,-76.5263655
11056,11056,20000442,Tienda Amiga,Calimio,COMUNA 3,Cali,Valle del Cauca,CR 1 A 4 B # 76 A - 05,CR 1 A 4 B , 76 A - 05,CR,1 A 4 B , 76 A , 05,CR 1A4B #76A- 05,3.4516467000000004,-76.53198540000001
11057,11057,20000436,Miscelania Deya,Calimio,COMUNA 6,Cali,Valle del Cauca,CL 84 # 1 A 1 - 262 AP 101 BL,CL 84 , 1 A 1 - 262 AP 101 BL,CL,84 , 1 A 1 , 262 AP 101 BL,CL 84 #1A1- 262 AP 101 BL,3.4788956,-76.4795953
11058,11058,20000435,Tienda Mixta,Calimio,COMUNA 6,Cali,Valle del Cauca,CR 1 A 11 # 73 A - 101,CR 1 A 11 , 73 A - 101,CR,1 A 11 , 73 A , 101,CR 1A11 #73A- 101,3.4798367999999993,-76.4840454
11059,11059,20000432,Tienda Y Licores Paula,Calimio,COMUNA 6,Cali,Valle del Cauca,CR 1 A 10 BIS # 73 A - 100,CR 1 A 10 BIS , 73 A - 100,CR,1 A 10 BIS , 73 A , 100,CR 1A10BIS #73A- 100,3.4881093,-76.4855468
11060,11060,20005529,Panaderia Pensilbania,La Primavera,COMUNA 11,Cali,Valle del Cauca,CR 33 # 34 B - 84,CR 33 , 34 B - 84,CR,33 , 34 B , 84,CR 33 #34B- 84,3.422908,-76.50988170000001
11061,11061,20005536,Tienda Mixta,San Luis Ii,COMUNA 6,Cali,Valle del Cauca,CL 72 C # 1 A -3 21,CL 72 C , 1 A -3 21,CL,72 C , 1 A ,3 21,CL 72C #1A-3 21,3.4889406000000003,-76.48853890000001
11062,11062,20001284,Supermecado Norato,La Base,COMUNA 8,Cali,Valle del Cauca,CL 57 # 9 - 04,CL 57 , 9 - 04,CL,57 , 9 , 04,CL 57 #9- 04,3.4508915,-76.49500340000002
11063,11063,20000481,Tienda Mixta,San Luis Ii,COMUNA 6,Cali,Valle del Cauca,CL 73 # 1 A 59,CL 73 , 1 A 59,CL,73 , 1 A 59,,CL 73 #1A59,3.4906006,-76.4885891
11064,11064,20001556,Tienda Rosita,Not Specified,COMUNA 16,Cali,Valle del Cauca,CL 47 # 48 - 32,CL 47 , 48 - 32,CL,47 , 48 , 32,CL 47 #48- 32,3.3998004,-76.5143298
11065,11065,20002902,Tienda Mixta,Panamericano,COMUNA 10,Cali,Valle del Cauca,CR 46 A # 12 B - 25,CR 46 A , 12 B - 25,CR,46 A , 12 B , 25,CR 46A #12B- 25,3.4129148999999996,-76.5338964
11067,11067,20011451,Tienda Aide,Refugio,COMUNA 19,Cali,Valle del Cauca,CR 65#3B-40,CR 65,3B-40,CR,65,3B,40,CR 65 #3B-40,3.3994761,-76.5485364
11068,11068,20004991,Variedades Dubia,El Lido,COMUNA 17,Cali,Valle del Cauca,CR 50 # 3 -  40,CR 50 , 3 -  40,CR,50 , 3 ,  40,CR 50 #3-  40,3.4063949,-76.5272724
11069,11069,20002522,Tienda Charcuterias,Jose Manuel Marroquin 1,COMUNA 14,Cali,Valle del Cauca,CR 26 P18 # 103-18,CR 26 P18 , 103-18,CR,26 P18 , 103,18,CR 26P18 #103-18,3.4268207000000004,-76.4782752
